Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TransSalePrice,InsideSF,OutsideSF,TotalSF,OverallQualCond,GarageCarArea,ExterQualCond,BsmtQualCond,BsmtQualCondPlus,FireplacesQu,GarageQualCond
1103,20,RL,70.0,7000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,3,3,CBlock,3,3,1,3,588,1,0,422,1010,GasA,5,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,3,6,7,0,0,Attchd,1960.0,RFn,1,254,3,3,Y,0,16,0,0,0,0,0,1,No_MF,0,4,2007,WD,Family,135000,11.813037464800539,2398,16,2414,35,254,9,9,27,0,9
1104,20,RL,79.0,8910,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,2,5,655,1,0,0,655,GasA,5,Y,SBrkr,1194,0,0,1194,0,1,1,0,3,1,3,6,7,1,2,BuiltIn,1954.0,Fin,2,539,3,3,Y,0,0,192,0,0,0,0,0,No_MF,0,7,2006,WD,Normal,159500,11.979805470779858,2580,0,2580,36,1078,9,9,90,2,9
1105,160,RM,24.0,2016,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,3,3,CBlock,3,3,1,1,0,1,0,630,630,GasA,3,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,3,6,7,0,0,Detchd,1970.0,Unf,2,440,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,4,2007,WD,Normal,106000,11.571203807011969,2372,0,2372,25,880,9,9,9,0,9
1106,60,RL,98.0,12256,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,5,3,3,6,1032,1,0,431,1463,GasA,5,Y,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,4,9,7,2,3,Attchd,1994.0,RFn,2,712,3,3,Y,186,32,0,0,0,0,0,0,No_MF,0,4,2010,WD,Normal,325000,12.691583538230217,4797,218,5015,40,1424,12,15,270,6,9
1107,20,RL,114.0,10357,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,2,6,738,1,0,172,910,GasA,4,Y,SBrkr,1442,0,0,1442,1,0,2,0,3,1,4,6,7,1,3,Attchd,1990.0,Fin,2,719,3,3,Y,0,244,0,0,0,0,0,0,No_MF,0,5,2007,WD,Normal,179900,12.100161978566867,3071,244,3315,35,1438,12,12,144,3,9
1108,60,RL,168.0,23257,Pave,No_Alley,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,4,1,1,0,1,0,868,868,GasA,5,Y,SBrkr,887,1134,0,2021,0,0,2,1,3,1,4,9,7,1,4,BuiltIn,2006.0,RFn,2,422,3,3,Y,0,100,0,0,0,0,0,0,No_MF,0,9,2006,New,Partial,274725,12.52352951631214,3311,100,3411,35,844,12,20,20,4,9
1109,60,RL,66.00744804703568,8063,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0,1,0,924,924,GasA,5,Y,SBrkr,948,742,0,1690,0,0,2,1,3,1,3,7,7,1,3,Attchd,2000.0,RFn,2,463,3,3,Y,100,48,0,0,0,0,0,0,No_MF,0,11,2007,WD,Abnorml,181000,12.10625783509458,3077,148,3225,30,926,9,12,12,3,9
1110,20,RL,107.0,11362,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,4,3,PConc,5,3,2,6,1039,1,0,797,1836,GasA,5,Y,SBrkr,1836,0,0,1836,1,0,2,0,3,1,4,7,7,1,4,Attchd,2004.0,Fin,3,862,3,3,Y,125,185,0,0,0,0,0,0,No_MF,0,3,2009,WD,Normal,280000,12.54254845357358,4534,310,4844,40,2586,12,15,180,4,9
1111,60,RL,65.87175360703566,8000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,6,219,1,0,554,773,GasA,4,Y,SBrkr,773,885,0,1658,1,0,2,1,3,1,3,8,7,1,3,Attchd,1995.0,Fin,2,431,3,3,Y,224,84,0,0,0,0,0,0,No_MF,0,6,2008,WD,Normal,188000,12.144202560946876,2862,308,3170,30,862,9,12,72,3,9
1112,60,RL,80.0,10480,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,3,3,1,5,403,1,0,400,803,GasA,3,Y,SBrkr,1098,866,0,1964,0,0,2,1,4,1,3,8,7,1,4,Attchd,1976.0,RFn,2,483,3,3,Y,0,69,0,0,0,0,0,0,No_MF,0,9,2008,WD,Normal,205000,12.230770136157428,3250,69,3319,42,966,9,9,45,4,9
1113,20,RL,73.0,7100,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,6,708,1,0,108,816,GasA,3,Y,FuseA,816,0,0,816,1,0,1,0,2,1,3,5,7,0,0,Detchd,1957.0,Unf,1,308,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,7,2006,WD,Normal,129900,11.774527900858468,1940,0,1940,35,308,9,9,54,0,9
1114,20,RL,66.0,8923,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,643,1,0,365,1008,GasA,4,Y,SBrkr,1008,0,0,1008,1,0,1,0,2,1,4,6,7,0,0,Attchd,1953.0,Unf,1,240,3,3,Y,0,18,0,0,0,0,0,0,No_MF,0,5,2007,WD,Normal,134500,11.80932691294063,2256,18,2274,35,240,9,9,36,0,9
1115,20,RL,90.0,5400,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,415,1,0,418,833,GasA,5,Y,SBrkr,833,0,0,833,0,0,1,0,2,1,4,4,7,0,0,Detchd,1955.0,Unf,1,326,3,3,Y,0,0,0,0,0,0,0,3,No_MF,0,8,2006,WD,Normal,117000,11.669937760751914,1992,0,1992,35,326,12,9,27,0,9
1116,20,RL,93.0,12085,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,4,3,PConc,5,3,1,6,1004,1,0,730,1734,GasA,5,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,5,7,7,1,4,Attchd,2007.0,RFn,3,928,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,11,2007,New,Partial,318000,12.669809806411457,4396,0,4396,40,2784,12,15,90,4,9
1117,80,RL,65.33328360703568,7750,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,353,1,0,55,408,GasA,5,Y,SBrkr,779,640,0,1419,1,0,2,1,3,1,4,7,7,1,3,BuiltIn,2002.0,Fin,2,527,3,3,Y,120,0,0,0,0,0,0,0,No_MF,0,3,2009,WD,Normal,184100,12.123239799036943,2354,120,2474,40,1054,12,12,72,3,9
1118,20,RL,57.0,9764,Pave,No_Alley,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,702,1,0,192,894,GasA,5,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,4,5,7,0,0,Attchd,1967.0,RFn,2,450,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,5,2008,WD,Normal,130000,11.775297421715827,2238,0,2238,35,900,9,9,36,0,9
1119,80,RL,85.0,13825,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0,1,0,533,533,GasA,3,Y,SBrkr,1021,580,0,1601,0,1,1,0,3,1,3,6,5,0,0,BuiltIn,1958.0,RFn,1,300,3,3,Y,280,34,0,0,0,0,0,0,No_MF,0,12,2008,WD,Normal,140000,11.849404844423074,2434,314,2748,30,300,12,9,9,0,9
1120,20,RL,70.0,7560,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,369,1,0,671,1040,GasA,3,Y,FuseA,1040,0,0,1040,0,0,1,0,3,1,3,6,7,0,0,Attchd,1959.0,RFn,1,286,3,3,Y,140,0,252,0,0,0,0,2,No_MF,0,7,2006,WD,Normal,133700,11.803361242493628,2618,140,2758,25,286,9,9,18,0,9
1121,30,RM,59.0,8263,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,1012,1012,GasA,3,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,3,6,7,1,4,Detchd,1920.0,Unf,1,308,3,3,Y,0,22,112,0,0,0,0,3,No_MF,0,5,2007,WD,Normal,118400,11.681832447342321,2444,22,2466,30,308,9,9,9,4,9
1122,20,RL,84.0,10084,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,3,6,24,1,0,1528,1552,GasA,5,Y,SBrkr,1552,0,0,1552,0,0,2,0,3,1,4,7,7,0,0,Attchd,2005.0,RFn,3,782,3,3,Y,144,20,0,0,0,0,0,0,No_MF,0,7,2006,New,Partial,212900,12.268582547911404,3886,164,4050,35,2346,12,12,216,0,9
1123,20,RL,67.86624648703568,8926,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,672,672,GasA,5,Y,FuseA,960,0,0,960,0,0,1,0,3,1,3,5,7,0,0,Basment,1956.0,Unf,1,288,3,3,Y,64,0,0,0,160,0,0,3,No_MF,0,10,2009,COD,Abnorml,112000,11.626263078808801,1920,64,1984,12,288,9,9,9,0,9
1124,20,RL,50.0,9405,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,5,CBlock,3,3,1,1,0,1,0,698,698,GasA,5,Y,SBrkr,698,0,0,698,0,1,1,0,2,1,3,4,7,0,0,No_GT,1947.0,No_GF,0,0,0,0,Y,0,200,0,0,0,0,0,0,No_MF,0,6,2009,WD,Normal,118000,11.678448377988165,1396,200,1596,45,0,15,9,9,0,0
1125,80,RL,68.29486860703568,9125,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,3,3,PConc,4,3,1,1,0,1,0,384,384,GasA,4,Y,SBrkr,812,670,0,1482,0,0,2,1,3,1,4,7,7,1,3,Attchd,1992.0,Fin,2,392,3,3,Y,100,25,0,0,0,0,0,0,No_MF,0,7,2007,WD,Normal,163900,12.007017865994577,2258,125,2383,35,784,9,12,12,3,9
1126,20,RL,60.0,10434,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,1005,1005,GasA,3,Y,SBrkr,1005,0,0,1005,0,0,1,0,2,1,2,5,7,1,3,Detchd,1977.0,Unf,2,672,2,2,Y,0,0,0,0,0,0,0,0,No_MF,0,11,2009,WD,Normal,115000,11.652696102959753,2682,0,2682,20,1344,9,9,9,3,4
1127,120,RL,53.0,3684,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4,3,1,1,0,1,0,1373,1373,GasA,5,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,4,7,7,1,3,Attchd,2007.0,Fin,3,660,3,3,Y,143,20,0,0,0,0,0,0,No_MF,0,6,2009,WD,Normal,174000,12.066816325306588,3588,163,3751,35,1980,12,12,12,3,9
1128,20,RL,182.0,14572,Pave,No_Alley,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,1300,1,0,230,1530,GasA,5,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,4,7,7,1,4,Attchd,2004.0,Fin,3,630,3,3,Y,144,36,0,0,0,0,0,0,No_MF,0,11,2007,WD,Family,259000,12.464587201678082,3690,180,3870,35,1890,12,12,216,4,9
1129,60,RL,59.0,11796,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0,1,0,847,847,GasA,5,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,4,8,7,1,4,BuiltIn,2004.0,Fin,2,434,3,3,Y,100,48,0,0,0,0,0,0,No_MF,0,7,2007,WD,Normal,215000,12.278397958261774,3240,148,3388,35,868,12,12,36,4,9
1130,90,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,4,3,4,6,936,1,0,0,936,GasA,3,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,3,4,7,0,0,Detchd,1980.0,Unf,2,672,3,3,Y,49,0,0,0,0,0,0,0,No_MF,0,8,2007,WD,Normal,140000,11.849404844423074,2544,49,2593,25,1344,9,12,288,0,9
1131,50,RL,65.0,7804,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,3,3,BrkTil,3,3,1,4,622,1,0,500,1122,GasA,3,Y,SBrkr,1328,653,0,1981,1,0,2,0,4,1,4,7,5,2,3,Detchd,1981.0,Unf,2,576,3,3,Y,431,44,0,0,0,0,0,3,No_MF,0,12,2009,WD,Normal,135000,11.813037464800539,3679,475,4154,12,1152,9,9,36,6,9
1132,20,RL,63.0,10712,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,2,4,212,1,0,762,974,GasA,3,Y,SBrkr,974,0,0,974,0,0,1,0,3,1,3,5,7,0,0,No_GT,1991.0,No_GF,0,0,0,0,Y,0,28,0,0,0,0,0,3,No_MF,0,9,2007,Oth,Abnorml,93500,11.445727410406752,1948,28,1976,25,0,9,12,96,0,0
1133,70,RM,90.0,9900,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,2,1,0,1,0,1008,1008,GasW,3,Y,SBrkr,1178,1032,0,2210,0,0,2,0,5,1,2,8,7,0,0,Detchd,1930.0,Unf,1,205,2,3,N,0,48,0,0,0,0,0,0,No_MF,0,5,2007,WD,Normal,117500,11.674202123168433,3423,48,3471,24,205,9,9,18,0,6
1134,60,RL,80.0,9828,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,584,1,0,544,1128,GasA,5,Y,SBrkr,1142,878,0,2020,0,0,2,1,3,1,4,8,7,1,3,Attchd,1995.0,RFn,2,466,3,3,Y,0,155,0,0,0,0,0,0,No_MF,0,6,2009,WD,Normal,239500,12.386312871189734,3614,155,3769,40,932,12,12,72,3,9
1135,60,RL,57.0,8773,Pave,No_Alley,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,1,0,1,0,916,916,GasA,4,Y,SBrkr,916,684,0,1600,0,0,2,1,3,1,3,7,7,1,3,Attchd,1997.0,Fin,2,460,3,3,Y,100,38,0,0,0,0,0,0,No_MF,0,8,2007,WD,Normal,169000,12.037659911047468,2976,138,3114,30,920,9,12,36,3,9
1136,30,RM,60.0,6180,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,960,960,GasA,3,N,SBrkr,986,0,0,986,0,0,1,0,2,1,3,5,7,1,4,Detchd,1926.0,Unf,1,180,3,3,Y,0,128,0,0,0,0,0,0,No_MF,0,5,2007,WD,Normal,102000,11.532737896139919,2126,128,2254,30,180,9,9,9,4,9
1137,50,RL,80.0,9600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,280,1,0,752,1032,GasA,3,Y,FuseA,1032,220,0,1252,0,0,1,0,3,1,3,6,7,0,0,Attchd,1950.0,Unf,1,288,3,3,Y,0,0,96,0,0,0,0,0,No_MF,0,4,2008,WD,Abnorml,119000,11.686887175419702,2668,0,2668,30,288,9,9,36,0,9
1138,50,RL,54.0,6342,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,1,0,1,0,780,780,GasA,4,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,3,6,7,0,0,No_GT,1875.0,No_GF,0,0,0,0,N,0,0,176,0,0,0,0,0,No_MF,0,5,2010,WD,Normal,94000,11.451060699493427,1976,0,1976,40,0,12,9,9,0,0
1139,20,RL,69.78966132703566,9819,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,None,0.0,3,3,PConc,3,3,4,5,1567,1,0,0,1567,GasA,3,Y,SBrkr,1567,0,0,1567,1,0,2,0,2,1,4,5,7,2,3,Attchd,1977.0,RFn,2,714,3,3,Y,264,32,0,0,0,0,0,0,No_MF,0,5,2009,WD,Normal,196000,12.185875040240456,3848,296,4144,30,1428,9,9,180,6,9
1140,30,RL,98.0,8731,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,2,BrkTil,3,3,1,4,645,1,0,270,915,GasA,3,Y,SBrkr,1167,0,0,1167,0,0,1,0,3,1,3,6,Maj1,1,4,Detchd,1972.0,Unf,2,495,3,3,Y,0,0,216,0,126,0,0,0,No_MF,0,5,2007,WD,Normal,144000,11.87757552297847,2793,0,2793,25,990,6,9,36,4,9
1141,20,RL,60.0,7350,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,2,5,852,1,0,100,952,GasA,3,Y,SBrkr,952,0,0,952,1,0,1,0,2,1,3,4,7,0,0,Detchd,1988.0,Unf,2,840,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,6,2008,COD,Abnorml,139000,11.842236406331555,2744,0,2744,35,1680,9,9,90,0,9
1142,60,RL,70.83429312703565,10304,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,3,4,CBlock,3,3,1,5,381,1,0,399,780,GasA,5,Y,SBrkr,1088,780,0,1868,1,0,2,1,4,1,4,9,7,1,3,Attchd,1976.0,Unf,2,484,3,3,Y,448,96,0,0,0,0,0,0,No_MF,0,10,2009,WD,Normal,197500,12.193498926601634,3132,544,3676,35,968,12,9,45,3,9
1143,60,RL,77.0,9965,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,4,3,PConc,5,3,4,6,1150,1,0,316,1466,GasA,5,Y,SBrkr,1466,1362,0,2828,1,0,3,0,4,1,4,11,7,1,3,BuiltIn,2006.0,RFn,3,1052,3,3,Y,125,144,0,0,0,0,0,0,No_MF,0,4,2007,New,Partial,424870,12.959540872420414,5346,269,5615,40,3156,12,15,360,3,9
1144,20,RL,68.02563360703567,9000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3,3,1,6,288,1,0,718,1006,GasA,3,Y,SBrkr,1006,0,0,1006,0,0,1,0,3,1,3,5,7,0,0,No_GT,1959.0,No_GF,0,0,0,0,Y,0,24,0,0,0,0,0,0,No_MF,0,7,2008,WD,Normal,80000,11.289794413577894,2012,24,2036,15,0,9,9,54,0,0
1145,190,RL,60.0,12180,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,4,3,1,4,348,1,0,324,672,Grav,2,N,FuseA,672,252,0,924,1,0,1,0,2,1,2,5,7,0,0,Detchd,1941.0,Unf,1,280,3,3,Y,0,0,0,0,0,0,0,3,No_MF,0,7,2010,WD,Normal,80000,11.289794413577894,1876,0,1876,16,280,6,12,48,0,9
1146,50,RM,52.0,6240,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,1042,1042,GasA,5,Y,SBrkr,1042,534,0,1576,0,0,1,0,3,1,3,8,7,1,4,Detchd,1928.0,Unf,1,225,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,8,2006,WD,Family,149000,11.91170829631447,2843,0,2843,30,225,9,9,9,4,9
1147,20,RL,72.76416960703567,11200,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,4,3,CBlock,4,3,1,6,1258,1,0,40,1298,GasA,3,Y,SBrkr,1298,0,0,1298,1,0,2,0,3,1,4,5,7,1,3,Attchd,1985.0,Unf,2,403,3,3,Y,165,26,0,0,0,0,0,0,No_MF,0,5,2006,WD,Normal,180000,12.100717685412471,2999,191,3190,30,806,12,12,72,3,9
1148,70,RL,75.0,12000,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,275,1,0,429,704,GasA,5,Y,SBrkr,860,704,0,1564,0,0,1,1,3,1,2,7,7,1,4,Attchd,1941.0,Unf,1,234,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,7,2009,WD,Normal,174500,12.069685751267224,2502,0,2502,49,234,9,9,27,4,9
1149,50,RM,60.91782960703566,5700,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0,1,0,572,572,GasA,3,Y,SBrkr,572,539,0,1111,0,0,1,0,2,1,3,5,7,1,4,Detchd,1982.0,Unf,1,288,3,3,Y,0,0,176,0,0,0,0,0,No_MF,0,8,2008,WD,Normal,116900,11.669082701743504,2147,0,2147,49,288,9,9,9,4,9
1150,70,RM,50.0,9000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,5,624,1,0,26,650,GasA,5,Y,SBrkr,832,650,0,1482,0,1,1,0,3,1,3,7,7,0,0,Detchd,1930.0,Unf,2,324,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,7,2009,WD,Normal,143000,11.870606902224587,2456,0,2456,63,648,12,9,45,0,9
